epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
53,175.715,0.56029,0.787,0.83757,0.90967,0,0.94135,0.88847,0.92876,0.79189,0.94135,0.88847,0.92876,0.81122,0.62304,0.82581,0.60761,0.9109,0,0.000269771,0.000269771,0.000269771
54,178.255,0.54432,0.75927,0.82415,0.90682,0,0.92511,0.91088,0.93035,0.7868,0.92511,0.91088,0.93035,0.79868,0.62568,0.82812,0.59053,0.90748,0,0.000264267,0.000264267,0.000264267
55,180.953,0.57845,0.80913,0.82823,0.89989,0,0.88913,0.91241,0.92932,0.78844,0.88913,0.91241,0.92932,0.80109,0.61155,0.86684,0.59075,0.90133,0,0.000258762,0.000258762,0.000258762
56,183.673,0.57464,0.84731,0.81938,0.90375,0,0.91793,0.89761,0.93963,0.814,0.91793,0.89761,0.93963,0.81813,0.57567,0.97809,0.57922,0.87207,0,0.000253258,0.000253258,0.000253258
57,187.843,0.54413,0.76815,0.78485,0.90064,0,0.92342,0.90644,0.94066,0.80564,0.92342,0.90644,0.94066,0.82411,0.57163,0.9696,0.56845,0.86826,0,0.000247754,0.000247754,0.000247754
58,190.499,0.53007,0.73557,0.80556,0.89417,0,0.93029,0.90995,0.93968,0.80773,0.93029,0.90995,0.93968,0.81985,0.59304,0.88031,0.55815,0.8886,0,0.000242249,0.000242249,0.000242249
59,193.192,0.54303,0.81255,0.80143,0.90739,0,0.89471,0.91022,0.93683,0.80343,0.89471,0.91022,0.93683,0.82712,0.60015,0.85402,0.57558,0.89019,0,0.000236745,0.000236745,0.000236745
60,196.116,0.52077,0.7262,0.76509,0.90383,0,0.87993,0.9041,0.93185,0.79381,0.87993,0.9041,0.93185,0.80806,0.60991,0.85662,0.6216,0.89699,0,0.00023124,0.00023124,0.00023124
61,199.143,0.53506,0.81932,0.80949,0.91167,0,0.85669,0.90912,0.92869,0.77771,0.85669,0.90912,0.92869,0.80204,0.6075,0.8723,0.63422,0.89995,0,0.000225736,0.000225736,0.000225736
62,203.152,0.56254,0.81374,0.83169,0.91725,0,0.85032,0.91772,0.91828,0.77821,0.85032,0.91772,0.91828,0.80885,0.60218,0.86269,0.64864,0.90491,0,0.000220232,0.000220232,0.000220232
63,205.67,0.53382,0.72604,0.74048,0.89148,0,0.85311,0.91156,0.91758,0.78336,0.85311,0.91156,0.91758,0.80774,0.60883,0.85501,0.6622,0.90575,0,0.000214727,0.000214727,0.000214727
64,208.297,0.54526,0.81922,0.80373,0.91735,0,0.83267,0.9253,0.91762,0.77538,0.83267,0.9253,0.91762,0.79553,0.63421,0.87581,0.69383,0.91077,0,0.000209223,0.000209223,0.000209223
65,210.846,0.52261,0.74779,0.77824,0.9066,0,0.86035,0.90153,0.91765,0.76977,0.86035,0.90153,0.91765,0.78703,0.65389,0.90564,0.69458,0.92,0,0.000203718,0.000203718,0.000203718
66,213.999,0.49043,0.70478,0.74051,0.87258,0,0.85187,0.92113,0.93127,0.77566,0.85187,0.92113,0.93127,0.80122,0.6686,0.96987,0.7077,0.9208,0,0.000198214,0.000198214,0.000198214
67,217.787,0.51041,0.7153,0.73594,0.89343,0,0.86938,0.90662,0.93394,0.78797,0.86938,0.90662,0.93394,0.80418,0.66326,0.97237,0.69574,0.92183,0,0.00019271,0.00019271,0.00019271
68,220.385,0.50351,0.69762,0.7134,0.88207,0,0.89569,0.90958,0.93818,0.80286,0.89569,0.90958,0.93818,0.81545,0.64949,0.90812,0.6438,0.9299,0,0.000187205,0.000187205,0.000187205
69,222.887,0.50703,0.76111,0.82845,0.89761,0,0.90199,0.91857,0.93753,0.80224,0.90199,0.91857,0.93753,0.81883,0.63932,0.88203,0.62517,0.93378,0,0.000181701,0.000181701,0.000181701
70,225.54,0.50816,0.82687,0.77728,0.88993,0,0.90873,0.92521,0.93651,0.79638,0.90873,0.92521,0.93651,0.81944,0.62132,0.86415,0.62117,0.91958,0,0.000176196,0.000176196,0.000176196
71,228.69,0.50055,0.66161,0.71842,0.89046,0,0.91651,0.91906,0.93812,0.79566,0.91651,0.91906,0.93812,0.81307,0.61489,0.86596,0.61609,0.91598,0,0.000170692,0.000170692,0.000170692
72,232.483,0.50219,0.66531,0.69517,0.86819,0,0.93222,0.91107,0.93165,0.79274,0.93222,0.91107,0.93165,0.81293,0.60099,0.84637,0.58585,0.90784,0,0.000165188,0.000165188,0.000165188
73,234.844,0.49463,0.73205,0.71883,0.88045,0,0.93693,0.90623,0.93166,0.79639,0.93693,0.90623,0.93166,0.81295,0.59204,0.84856,0.57416,0.90335,0,0.000159683,0.000159683,0.000159683
74,237.488,0.51982,0.70756,0.70369,0.88674,0,0.91383,0.9089,0.93167,0.81806,0.91383,0.9089,0.93167,0.82074,0.5653,0.84007,0.56661,0.90128,0,0.000154179,0.000154179,0.000154179
75,240.086,0.49278,0.73703,0.71732,0.88702,0,0.90974,0.90966,0.93169,0.81679,0.90974,0.90966,0.93169,0.82168,0.55911,0.84207,0.57083,0.90043,0,0.000148674,0.000148674,0.000148674
76,243.231,0.50897,0.73309,0.72046,0.88152,0,0.90722,0.91367,0.93169,0.81148,0.90722,0.91367,0.93169,0.82581,0.57517,0.84701,0.57924,0.90995,0,0.00014317,0.00014317,0.00014317
77,247.267,0.48485,0.65293,0.70474,0.87858,0,0.90873,0.91338,0.93169,0.81093,0.90873,0.91338,0.93169,0.8201,0.58567,0.84179,0.5893,0.90611,0,0.000137666,0.000137666,0.000137666
78,249.712,0.47059,0.69096,0.69069,0.87242,0,0.92014,0.90422,0.93166,0.80555,0.92014,0.90422,0.93166,0.81069,0.60967,0.82103,0.59282,0.9119,0,0.000132161,0.000132161,0.000132161
79,252.262,0.49859,0.72625,0.70778,0.90737,0,0.91198,0.91563,0.92576,0.80359,0.91198,0.91563,0.92576,0.80872,0.60681,0.80685,0.59214,0.90843,0,0.000126657,0.000126657,0.000126657
80,254.864,0.46359,0.6938,0.67375,0.87041,0,0.89356,0.93499,0.90882,0.79128,0.89356,0.93499,0.90882,0.78786,0.59881,0.78766,0.58724,0.90589,0,0.000121152,0.000121152,0.000121152
81,257.935,0.46341,0.70935,0.7298,0.891,0,0.8896,0.93559,0.90882,0.79499,0.8896,0.93559,0.90882,0.78816,0.5969,0.79473,0.58032,0.90527,0,0.000115648,0.000115648,0.000115648
82,261.604,0.45714,0.72249,0.67329,0.86495,0,0.88277,0.93333,0.90757,0.79262,0.88277,0.93333,0.90757,0.79216,0.59973,0.84207,0.57307,0.90338,0,0.000110144,0.000110144,0.000110144
